Account Name,Date&Time,Date,Time,Symbol,Buy/Sell,Quantity,Price,Spread,Expiration,Strike,Call/Put,Commission,Fees
Rollover IRA *5513,,05/26/2026,11:08:58,ASST,Buy,250.0,19.3663,Stock,,,,0,0
Rollover IRA *5513,,05/26/2026,11:20:11,KLAR,Buy,150.0,17.325,Stock,,,,0,0
Rollover IRA *5513,,05/26/2026,11:28:49,AMPX,Buy,150.0,17.915,Stock,,,,0,0
Rollover IRA *5513,,05/26/2026,11:32:21,ASST,Sell,250.0,19.015,Stock,,,,0,0
Rollover IRA *5513,,05/26/2026,12:06:37,MU,Buy,10.0,877.5,Stock,,,,0,0
Rollover IRA *5513,,05/26/2026,12:36:29,SATL,Sell,100.0,11.275,Stock,,,,0,0
Rollover IRA *5513,,05/26/2026,12:41:03,MU,Sell,10.0,884.475,Stock,,,,0,0
Rollover IRA *5513,,05/26/2026,12:41:03,MU,Sell,10.0,884.475,Stock,,,,0,0
Rollover IRA *5513,,05/26/2026,12:43:23,MU,Sell,10.0,882.47,Stock,,,,0,0
Rollover IRA *5513,,05/26/2026,13:33:12,PCT,Sell,100.0,12.16,Stock,,,,0,0
Rollover IRA *5513,,05/26/2026,13:38:56,KLAR,Sell,150.0,17.12,Stock,,,,0,0
Rollover IRA *5513,,05/26/2026,14:59:00,AMPX,Sell,150.0,17.5301,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,10:00:30,AMPX,Buy,100.0,17.26,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,10:01:00,AMPX,Sell,100.0,17.17,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,10:02:56,ADNT,Buy,100.0,24.45,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,10:07:57,IMRX,Buy,250.0,5.845,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,10:08:57,IMRX,Sell,250.0,5.71,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,10:10:44,PRSU,Buy,100.0,45.6489,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,10:14:20,LLY,Buy,10.0,1089.99,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,10:14:20,LLY,Buy,5.0,1089.99,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,10:15:53,ADNT,Buy,100.0,24.695,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,10:19:09,EW,Buy,50.0,88.07,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,10:19:58,EW,Buy,50.0,88.085,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,10:20:58,LLY,Buy,15.0,1091.625,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,10:24:26,FNKO,Buy,250.0,5.4955,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,10:25:24,FNKO,Buy,250.0,5.4879,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,10:27:49,PRSU,Sell,100.0,45.0017,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,10:28:32,WEAV,Buy,250.0,5.8,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,10:32:29,ADNT,Sell,100.0,24.19,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,10:32:29,ADNT,Sell,100.0,24.19,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,10:32:57,ADTN,Buy,100.0,17.365,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,10:34:59,FNKO,Buy,500.0,5.5699,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,10:47:08,EW,Sell,50.0,87.3,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,10:47:25,EW,Sell,50.0,87.63,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,10:52:51,LLY,Sell,10.0,1086.45,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,10:56:24,BLFS,Buy,100.0,24.48,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,10:57:46,BLFS,Buy,100.0,24.54,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,11:00:28,BLFS,Buy,100.0,24.53,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,11:01:02,BLFS,Buy,100.0,24.48,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,11:06:35,WEAV,Sell,250.0,5.745,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,11:06:46,LLY,Sell,5.0,1087.06,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,11:06:46,LLY,Sell,15.0,1087.06,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,11:15:08,PCT,Buy,100.0,12.79,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,11:15:43,PCT,Sell,100.0,12.58,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,11:16:40,STLD,Buy,20.0,252.39,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,11:17:33,STLD,Buy,30.0,252.5,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,11:23:47,BLFS,Sell,100.0,24.43,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,11:27:02,ADTN,Buy,100.0,17.77,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,11:27:17,ADTN,Buy,100.0,17.82,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,11:45:10,ADTN,Sell,100.0,17.79,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,11:45:10,ADTN,Sell,100.0,17.79,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,11:45:10,ADTN,Sell,100.0,17.79,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,12:51:09,ADTN,Buy,100.0,19.33,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,13:01:21,BLFS,Sell,100.0,24.335,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,13:01:21,BLFS,Sell,100.0,24.335,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,13:01:21,BLFS,Sell,100.0,24.335,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,13:27:47,FNKO,Sell,250.0,5.5171,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,13:27:47,FNKO,Sell,250.0,5.5171,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,13:27:47,FNKO,Sell,500.0,5.5171,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,13:47:38,STLD,Sell,20.0,256.1,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,13:47:38,STLD,Sell,30.0,256.1,Stock,,,,0,0
Rollover IRA *5513,,05/27/2026,13:51:23,ADTN,Sell,100.0,19.55,Stock,,,,0,0
Rollover IRA *5513,,05/28/2026,10:27:26,GH,Buy,50.0,129.435,Stock,,,,0,0
Rollover IRA *5513,,05/28/2026,10:28:13,GH,Buy,25.0,129.435,Stock,,,,0,0
Rollover IRA *5513,,05/28/2026,10:30:20,GO,Buy,100.0,8.51,Stock,,,,0,0
Rollover IRA *5513,,05/28/2026,10:31:51,NMAX,Buy,100.0,8.37,Stock,,,,0,0
Rollover IRA *5513,,05/28/2026,10:40:05,ARM,Buy,50.0,333.5,Stock,,,,0,0
Rollover IRA *5513,,05/28/2026,10:42:24,GH,Buy,25.0,130.16,Stock,,,,0,0
Rollover IRA *5513,,05/28/2026,10:44:23,GH,Buy,50.0,130.115,Stock,,,,0,0
Rollover IRA *5513,,05/28/2026,10:48:41,EFOR,Buy,250.0,20.6899,Stock,,,,0,0
Rollover IRA *5513,,05/28/2026,10:52:14,AMPX,Buy,100.0,20.245,Stock,,,,0,0
Rollover IRA *5513,,05/28/2026,10:53:48,ARM,Buy,25.0,337.5999,Stock,,,,0,0
Rollover IRA *5513,,05/28/2026,10:55:09,AMPX,Buy,100.0,20.32,Stock,,,,0,0
Rollover IRA *5513,,05/28/2026,10:57:10,IONQ,Buy,50.0,68.59,Stock,,,,0,0
Rollover IRA *5513,,05/28/2026,11:05:31,NMAX,Sell,100.0,8.31,Stock,,,,0,0
Rollover IRA *5513,,05/28/2026,11:08:24,IONQ,Buy,50.0,69.455,Stock,,,,0,0
Rollover IRA *5513,,05/28/2026,11:11:09,AMPX,Sell,100.0,20.875,Stock,,,,0,0
Rollover IRA *5513,,05/28/2026,11:11:09,AMPX,Sell,100.0,20.875,Stock,,,,0,0
Rollover IRA *5513,,05/28/2026,11:17:32,ARM,Sell,50.0,341.17,Stock,,,,0,0
Rollover IRA *5513,,05/28/2026,11:30:09,IONQ,Sell,50.0,70.31,Stock,,,,0,0
Rollover IRA *5513,,05/28/2026,11:30:09,IONQ,Sell,50.0,70.31,Stock,,,,0,0
Rollover IRA *5513,,05/28/2026,11:31:44,EFOR,Sell,250.0,20.57,Stock,,,,0,0
Rollover IRA *5513,,05/28/2026,11:39:30,ARM,Sell,25.0,342.65,Stock,,,,0,0
Rollover IRA *5513,,05/28/2026,11:48:51,GH,Sell,50.0,129.35,Stock,,,,0,0
Rollover IRA *5513,,05/28/2026,11:48:51,GH,Sell,25.0,129.35,Stock,,,,0,0
Rollover IRA *5513,,05/28/2026,11:48:51,GH,Sell,25.0,129.35,Stock,,,,0,0
Rollover IRA *5513,,05/28/2026,11:48:51,GH,Sell,50.0,129.35,Stock,,,,0,0
Rollover IRA *5513,,05/28/2026,11:59:15,GO,Sell,100.0,8.6017,Stock,,,,0,0
Rollover IRA *5513,,05/28/2026,12:00:54,IONQ,Buy,50.0,71.18,Stock,,,,0,0
Rollover IRA *5513,,05/28/2026,12:01:45,IONQ,Buy,50.0,71.45,Stock,,,,0,0
Rollover IRA *5513,,05/28/2026,12:08:19,IONQ,Sell,50.0,70.67,Stock,,,,0,0
Rollover IRA *5513,,05/28/2026,12:08:19,IONQ,Sell,50.0,70.67,Stock,,,,0,0
Rollover IRA *5513,,05/29/2026,10:00:05,NXT,Buy,25.0,159.16,Stock,,,,0,0
Rollover IRA *5513,,05/29/2026,10:01:02,NXT,Buy,25.0,159.75,Stock,,,,0,0
Rollover IRA *5513,,05/29/2026,10:01:47,NXT,Sell,25.0,156.75,Stock,,,,0,0
Rollover IRA *5513,,05/29/2026,10:01:47,NXT,Sell,25.0,156.75,Stock,,,,0,0
Rollover IRA *5513,,05/29/2026,10:03:31,APH,Buy,50.0,151.4,Stock,,,,0,0
Rollover IRA *5513,,05/29/2026,10:04:01,APH,Sell,50.0,150.05,Stock,,,,0,0
Rollover IRA *5513,,05/29/2026,10:35:02,DDOG,Buy,25.0,240.22,Stock,,,,0,0
Rollover IRA *5513,,05/29/2026,10:35:46,DDOG,Sell,25.0,240.385,Stock,,,,0,0
Rollover IRA *5513,,05/29/2026,10:36:06,DDOG,Buy,30.0,240.12,Stock,,,,0,0
Rollover IRA *5513,,05/29/2026,10:37:09,DDOG,Sell,30.0,238.02,Stock,,,,0,0
Rollover IRA *5513,,05/29/2026,10:38:09,P,Buy,100.0,79.51,Stock,,,,0,0
Rollover IRA *5513,,05/29/2026,10:38:41,P,Sell,100.0,78.4,Stock,,,,0,0
Rollover IRA *5513,,05/29/2026,10:42:06,ILMN,Buy,20.0,161.76,Stock,,,,0,0
Rollover IRA *5513,,05/29/2026,11:08:54,HUT,Buy,50.0,126.44,Stock,,,,0,0
Rollover IRA *5513,,05/29/2026,11:14:04,OKTA,Buy,50.0,118.72,Stock,,,,0,0
Rollover IRA *5513,,05/29/2026,11:16:38,CRWD,Buy,10.0,718.1499,Stock,,,,0,0
Rollover IRA *5513,,05/29/2026,11:20:11,ILMN,Buy,20.0,162.97,Stock,,,,0,0
Rollover IRA *5513,,05/29/2026,11:24:27,OKTA,Buy,20.0,119.56,Stock,,,,0,0
Rollover IRA *5513,,05/29/2026,11:26:31,ILMN,Buy,30.0,163.04,Stock,,,,0,0
Rollover IRA *5513,,05/29/2026,11:32:07,ILMN,Buy,30.0,163.84,Stock,,,,0,0
Rollover IRA *5513,,05/29/2026,11:36:17,CRWD,Sell,10.0,711.71,Stock,,,,0,0
Rollover IRA *5513,,05/29/2026,11:50:38,OKTA,Buy,30.0,119.81,Stock,,,,0,0
Rollover IRA *5513,,05/29/2026,12:13:17,HUT,Sell,50.0,124.72,Stock,,,,0,0
Rollover IRA *5513,,05/29/2026,12:19:41,ILMN,Sell,20.0,164.54,Stock,,,,0,0
Rollover IRA *5513,,05/29/2026,12:19:41,ILMN,Sell,20.0,164.54,Stock,,,,0,0
Rollover IRA *5513,,05/29/2026,12:19:41,ILMN,Sell,30.0,164.54,Stock,,,,0,0
Rollover IRA *5513,,05/29/2026,12:19:41,ILMN,Sell,30.0,164.54,Stock,,,,0,0
Rollover IRA *5513,,05/29/2026,12:23:21,OKTA,Sell,50.0,120.39,Stock,,,,0,0
Rollover IRA *5513,,05/29/2026,12:23:21,OKTA,Sell,20.0,120.39,Stock,,,,0,0
Rollover IRA *5513,,05/29/2026,12:23:21,OKTA,Sell,30.0,120.39,Stock,,,,0,0
